Date,Borough,CED Used,Firearms Aimed,SubjectEthnicity_Asian (or Asian British),SubjectEthnicity_Black (or Black British),SubjectEthnicity_Chinese,SubjectEthnicity_Don't know,SubjectEthnicity_Mixed,SubjectEthnicity_Other,SubjectEthnicity_White,UseOfForceCount
2024-01-01,Lambeth,0,0,2,8,0,0,1,0,2,13
2024-01-01,Lewisham,1,0,1,2,0,0,3,0,6,12
2024-01-01,Merton,0,0,1,0,0,0,0,0,1,2
2024-01-01,Newham,0,0,4,3,0,0,0,0,1,8
2024-01-01,Out of force,0,0,1,1,0,0,0,0,1,3
2024-01-01,Richmond upon Thames,0,0,2,0,0,0,0,0,1,3
2024-01-01,Southwark,0,0,0,1,0,0,0,0,2,3
2024-01-01,Sutton,0,0,0,1,0,0,0,0,2,3
2024-01-01,Tower Hamlets,0,0,4,0,0,0,1,0,1,6
2024-01-01,Waltham Forest,1,0,1,2,0,0,1,1,5,10
2024-01-01,Wandsworth,0,0,0,4,0,0,0,0,1,5
2024-01-01,Barking and Dagenham,0,0,1,4,0,0,0,0,5,10
2024-01-01,Barnet,0,0,0,3,0,1,0,1,1,6
2024-01-01,Bexley,0,0,0,2,0,0,0,0,3,5
2024-01-01,Brent,0,0,1,0,0,0,0,0,1,2
2024-01-01,Bromley,0,0,2,4,0,0,0,0,1,7
2024-01-01,Camden,0,0,1,7,0,0,0,0,5,13
2024-01-01,City of Westminster,1,0,0,4,1,0,0,0,6,11
2024-01-01,Croydon,1,0,0,7,0,0,0,0,9,16
2024-01-01,Ealing,1,2,1,4,0,1,0,2,2,10
2024-01-01,Enfield,0,0,1,2,0,0,0,0,1,4
2024-01-01,Greenwich,1,0,0,1,0,0,0,0,4,5
2024-01-01,Hackney,0,0,1,1,0,0,0,0,5,7
2024-01-01,Hammersmith and Fulham,1,0,1,2,0,0,1,0,3,7
2024-01-01,Haringey,1,0,0,1,0,0,0,0,0,1
2024-01-01,Harrow,0,0,0,3,0,0,1,0,1,5
2024-01-01,Havering,0,0,1,0,0,0,0,0,2,3
2024-01-01,Heathrow,0,0,0,2,0,0,0,0,0,2
2024-01-01,Hillingdon,1,0,2,1,0,0,0,0,4,7
2024-01-01,Hounslow,0,0,4,0,0,0,0,0,2,6
2024-01-01,Islington,1,0,0,0,0,0,2,2,4,8
2024-01-01,Kensington and Chelsea,0,0,0,0,0,0,0,0,7,7
2024-01-01,Kingston upon Thames,0,0,0,0,0,0,0,0,1,1
2024-01-01,Lambeth,0,0,2,6,0,0,0,2,2,12
2024-01-01,Lewisham,0,0,1,8,0,0,1,1,3,14
2024-01-01,Newham,0,0,3,5,0,0,0,1,1,10
2024-01-01,Out of force,0,0,0,1,0,0,0,0,1,2
2024-01-01,Redbridge,0,0,3,1,0,0,0,0,3,7
2024-01-01,Richmond upon Thames,0,0,0,1,0,0,0,0,2,3
2024-01-01,Southwark,0,0,0,2,0,0,0,1,1,4
2024-01-01,Sutton,0,0,0,0,0,0,0,0,3,3
2024-01-01,Tower Hamlets,0,0,7,0,0,0,0,2,2,11
2024-01-01,Waltham Forest,0,0,2,3,0,0,0,0,0,5
2024-01-01,Wandsworth,1,0,3,5,0,0,0,0,4,12
2024-01-01,Barking and Dagenham,0,0,0,3,0,1,0,0,2,6
2024-01-01,Barnet,1,0,0,3,0,0,0,0,0,3
2024-01-01,Bexley,0,0,0,1,0,0,0,0,3,4
2024-01-01,Brent,0,0,1,0,0,0,0,0,0,1
2024-01-01,Bromley,0,0,1,1,0,0,0,1,1,4
2024-01-01,Camden,0,0,0,0,0,0,0,0,8,8
2024-01-01,City of Westminster,2,0,5,10,0,1,0,4,6,26
2024-01-01,Croydon,2,0,2,16,0,0,1,0,3,22
2024-01-01,Ealing,1,0,2,4,0,1,0,2,0,9
2024-01-01,Enfield,0,0,1,4,0,0,1,0,2,8
2024-01-01,Greenwich,0,0,0,2,0,0,0,0,2,4
2024-01-01,Hackney,2,0,1,4,0,0,1,2,8,16
2024-01-01,Hammersmith and Fulham,1,0,1,3,0,1,1,2,8,16
2024-01-01,Haringey,1,0,0,7,1,0,0,0,2,10
2024-01-01,Harrow,0,0,1,0,0,0,0,0,0,1
2024-01-01,Havering,0,0,1,2,0,0,1,0,0,4
2024-01-01,Heathrow,0,0,1,1,0,0,0,0,2,4
2024-01-01,Hillingdon,0,0,0,1,0,0,0,0,6,7
2024-01-01,Hounslow,0,0,0,1,0,0,1,0,4,6
2024-01-01,Islington,0,0,2,3,0,1,0,1,3,10
2024-01-01,Kensington and Chelsea,0,0,0,0,0,0,0,0,1,1
2024-01-01,Kingston upon Thames,0,0,0,0,0,0,0,1,3,4
2024-01-01,Lambeth,2,0,0,7,0,0,0,1,6,14
2024-01-01,Lewisham,1,0,1,5,0,0,1,0,1,8
2024-01-01,Merton,0,0,0,0,0,0,0,0,1,1
2024-01-01,Newham,0,0,3,7,0,0,1,1,4,16
2024-01-01,Out of force,0,0,1,2,0,0,0,1,2,6
2024-01-01,Redbridge,0,0,0,2,0,0,0,0,0,2
2024-01-01,Richmond upon Thames,0,0,0,0,1,0,0,0,0,1
2024-01-01,Southwark,0,0,0,11,0,0,0,0,2,13
2024-01-01,Sutton,1,0,0,0,0,0,0,0,2,2
2024-01-01,Tower Hamlets,0,0,6,5,0,0,0,1,2,14
2024-01-01,Waltham Forest,0,0,0,5,0,0,0,0,0,5
2024-01-01,Wandsworth,0,0,1,4,0,0,0,1,0,6
2024-01-01,Barking and Dagenham,0,0,0,3,0,1,0,0,4,8
2024-01-01,Barnet,1,0,1,2,0,0,0,0,4,7
2024-01-01,Bexley,0,0,0,1,0,0,1,0,3,5
2024-01-01,Brent,1,0,1,3,0,0,0,0,2,6
2024-01-01,Bromley,0,0,0,1,0,0,0,0,3,4
2024-01-01,Camden,0,0,2,2,0,1,0,0,5,10
2024-01-01,City of Westminster,1,0,4,12,0,0,1,2,10,29
2024-01-01,Croydon,0,0,2,10,0,1,1,1,6,21
2024-01-01,Ealing,0,0,1,5,0,0,1,2,1,10
2024-01-01,Enfield,1,0,0,6,0,2,0,1,3,12
2024-01-01,Greenwich,2,0,2,5,0,0,0,0,6,13
2024-01-01,Hackney,0,0,1,4,0,0,0,0,6,11
2024-01-01,Hammersmith and Fulham,1,0,0,5,0,0,0,1,2,8
2024-01-01,Haringey,0,0,0,9,0,0,0,1,4,14
2024-01-01,Harrow,0,0,0,3,0,1,1,0,1,6
2024-01-01,Havering,0,0,1,0,0,0,1,0,2,4
2024-01-01,Heathrow,1,0,2,3,0,0,0,2,2,9
2024-01-01,Hillingdon,0,0,3,3,0,0,0,0,0,6
2024-01-01,Hounslow,0,0,1,1,0,0,0,0,1,3
2024-01-01,Islington,0,0,2,3,0,0,2,1,5,13
2024-01-01,Kingston upon Thames,2,0,1,0,0,0,0,0,6,7
2024-01-01,Lambeth,3,0,0,5,0,0,0,2,3,10
2024-01-01,Lewisham,1,0,1,6,0,0,1,1,5,14
2024-01-01,Merton,0,0,0,1,0,0,0,0,0,1
2024-01-01,Newham,0,0,3,4,0,0,0,0,4,11
2024-01-01,Out of force,0,0,1,0,0,0,1,0,2,4
2024-01-01,Redbridge,0,0,4,1,0,0,0,1,3,9
2024-01-01,Richmond upon Thames,0,0,0,0,0,0,0,0,7,7
2024-01-01,Southwark,1,0,0,11,0,0,0,2,2,15
2024-01-01,Sutton,0,0,0,0,0,0,0,0,3,3
2024-01-01,Tower Hamlets,0,0,5,3,0,0,2,0,1,11
2024-01-01,Waltham Forest,0,0,1,1,0,1,0,1,5,9
2024-01-01,Wandsworth,1,0,0,1,0,0,0,0,3,4
2024-01-01,Barking and Dagenham,0,0,1,1,0,0,0,1,5,8
2024-01-01,Barnet,0,0,1,0,0,0,0,0,2,3
2024-01-01,Bexley,1,0,0,0,0,0,0,0,3,3
2024-01-01,Brent,0,0,2,2,0,1,1,0,3,9
2024-01-01,Bromley,1,0,0,5,0,0,0,0,3,8
2024-01-01,Camden,1,0,3,2,0,1,1,3,7,17
2024-01-01,City of Westminster,2,0,1,9,0,0,1,5,10,26
2024-01-01,Croydon,0,0,2,6,0,0,1,0,1,10
2024-01-01,Ealing,2,0,3,1,0,0,0,0,1,5
2024-01-01,Enfield,0,0,1,2,0,0,0,0,2,5
2024-01-01,Greenwich,0,0,0,0,0,0,0,0,3,3
2024-01-01,Hackney,0,1,1,3,0,0,0,1,4,9
2024-01-01,Hammersmith and Fulham,0,0,2,3,0,1,0,0,5,11
2024-01-01,Haringey,2,0,0,1,0,0,1,0,12,14
2024-01-01,Harrow,0,0,1,1,0,0,0,0,0,2
2024-01-01,Havering,0,0,0,1,1,0,0,0,8,10
2024-01-01,Heathrow,0,0,0,1,0,0,0,0,1,2
2024-01-01,Hillingdon,1,0,3,0,0,0,0,0,6,9
2024-01-01,Hounslow,1,0,1,1,0,0,0,0,4,6
2024-01-01,Islington,1,0,0,3,0,1,1,1,5,11
2024-01-01,Kensington and Chelsea,0,0,0,0,0,0,0,0,1,1
2024-01-01,Kingston upon Thames,0,0,0,0,0,0,0,0,4,4
2024-01-01,Lambeth,4,0,0,9,0,0,1,2,5,17
2024-01-01,Lewisham,1,0,0,5,0,0,0,0,7,12
2024-01-01,Merton,0,0,0,0,0,0,0,0,1,1
2024-01-01,Newham,1,0,6,2,0,2,0,2,7,19
2024-01-01,Out of force,0,0,0,1,0,0,0,0,0,1
2024-01-01,Redbridge,0,0,1,0,0,0,0,0,0,1
2024-01-01,Richmond upon Thames,3,0,0,1,0,1,0,0,6,8
2024-01-01,Southwark,1,0,0,5,0,0,0,0,2,7
2024-01-01,Sutton,0,0,0,0,0,0,0,0,9,9
2024-01-01,Tower Hamlets,2,2,6,3,0,0,0,0,4,13
2024-01-01,Waltham Forest,3,0,2,0,0,1,0,2,3,8
2024-01-01,Wandsworth,1,0,0,1,0,1,0,0,1,3
2024-01-01,Barking and Dagenham,1,0,3,1,0,0,0,0,3,7
2024-01-01,Barnet,1,0,1,0,0,0,0,4,6,11
2024-01-01,Bexley,0,0,0,0,0,0,0,0,6,6
2024-01-01,Brent,0,0,4,3,0,0,1,0,2,10
2024-01-01,Bromley,0,0,0,1,0,0,0,0,5,6
2024-01-01,Camden,1,0,1,5,0,0,0,0,8,14
2024-01-01,City of Westminster,0,0,4,9,0,0,0,1,8,22
2024-01-01,Croydon,1,0,2,5,0,0,0,1,2,10
2024-01-01,Ealing,0,0,1,8,0,0,0,1,3,13
2024-01-01,Enfield,1,0,0,1,0,0,0,0,6,7
2024-01-01,Greenwich,2,0,0,4,0,0,0,0,2,6
2024-01-01,Hackney,1,0,0,4,0,0,0,0,4,8
2024-01-01,Hammersmith and Fulham,2,0,0,1,1,0,0,0,4,6
2024-01-01,Haringey,0,0,2,1,0,0,0,0,3,6
2024-01-01,Harrow,0,0,0,0,0,0,0,0,1,1
2024-01-01,Havering,0,1,0,4,0,0,0,1,10,15
2024-01-01,Heathrow,0,0,0,1,0,0,0,1,1,3
2024-01-01,Hillingdon,2,0,4,7,0,0,0,0,1,12
2024-01-01,Hounslow,1,0,1,6,0,0,0,0,9,16
2024-01-01,Islington,0,0,1,1,0,0,1,0,5,8
2024-01-01,Kensington and Chelsea,0,0,0,0,0,0,0,0,2,2
2024-01-01,Kingston upon Thames,1,0,0,0,0,0,0,0,8,8
2024-01-01,Lambeth,1,0,0,8,0,1,1,0,0,10
2024-01-01,Lewisham,2,0,0,3,0,1,0,0,4,8
2024-01-01,Merton,1,0,0,2,0,0,0,0,3,5
2024-01-01,Newham,0,0,3,4,0,0,0,0,6,13
2024-01-01,Out of force,0,0,0,2,0,1,0,0,4,7
2024-01-01,Redbridge,0,1,3,6,0,0,0,0,1,10
2024-01-01,Richmond upon Thames,1,0,0,0,0,0,0,0,2,2
2024-01-01,Southwark,1,0,0,6,0,1,0,1,6,14
2024-01-01,Sutton,2,0,0,0,0,0,0,0,6,6
2024-01-01,Tower Hamlets,0,0,6,0,0,0,0,0,1,7
2024-01-01,Waltham Forest,0,0,0,1,0,0,0,0,2,3
2024-01-01,Wandsworth,0,0,0,4,0,0,0,0,1,5
2024-01-01,Barking and Dagenham,2,1,1,3,0,0,0,2,5,11
2024-01-01,Barnet,0,0,0,3,0,0,0,0,0,3
2024-01-01,Bexley,0,0,0,0,0,0,0,0,2,2
2024-01-01,Brent,1,0,2,8,0,1,0,0,0,11
2024-01-01,Bromley,0,0,1,0,0,0,0,0,0,1
2024-01-01,Camden,1,0,1,3,0,0,0,0,7,11
2024-01-01,City of Westminster,0,0,1,0,0,0,1,1,17,20
2024-01-01,Croydon,0,0,0,3,0,0,1,3,8,15
2024-01-01,Ealing,1,0,3,1,0,1,0,1,2,8
2024-01-01,Enfield,0,0,0,3,0,0,0,0,7,10
2024-01-01,Greenwich,2,2,0,4,0,0,0,0,7,11
2024-01-01,Hackney,1,0,1,5,0,0,0,3,8,17
2024-01-01,Hammersmith and Fulham,2,0,0,1,0,2,1,1,7,12
2024-01-01,Haringey,0,0,1,0,0,0,0,0,3,4
2024-01-01,Harrow,0,0,0,0,0,0,0,1,1,2
2024-01-01,Havering,0,0,0,2,0,0,0,0,3,5
2024-01-01,Heathrow,0,0,2,0,0,0,0,0,0,2
2024-01-01,Hillingdon,0,0,3,2,0,0,1,0,0,6
2024-01-01,Hounslow,4,0,0,1,0,1,1,0,20,23
2024-01-01,Islington,0,0,2,1,0,0,0,0,4,7
2024-01-01,Kensington and Chelsea,0,0,1,1,0,0,1,1,0,4
2024-01-01,Kingston upon Thames,0,0,1,0,0,0,0,0,12,13
2024-01-01,Lambeth,0,0,0,4,0,0,0,2,3,9
2024-01-01,Lewisham,0,0,1,6,0,0,0,1,1,9
2024-01-01,Merton,1,0,0,0,0,0,0,0,1,1
2024-01-01,Newham,0,0,2,1,0,0,1,1,3,8
2024-01-01,Out of force,0,0,1,0,0,0,0,0,5,6
2024-01-01,Redbridge,0,0,2,0,0,0,0,0,1,3
2024-01-01,Southwark,0,0,0,4,0,0,0,0,2,6
2024-01-01,Sutton,1,0,0,2,0,0,0,0,2,4
2024-01-01,Tower Hamlets,0,0,2,4,0,0,0,0,4,10
2024-01-01,Waltham Forest,0,0,0,0,0,0,0,0,1,1
2024-01-01,Wandsworth,0,0,0,0,0,0,0,0,1,1
2024-01-01,Barking and Dagenham,1,0,2,2,0,0,0,0,1,5
2024-01-01,Barnet,0,0,1,1,0,0,0,0,0,2
2024-01-01,Bexley,0,0,0,0,0,0,0,0,5,5
2024-01-01,Brent,2,0,3,3,0,0,0,0,11,17
2024-01-01,Camden,0,0,2,2,0,0,0,0,3,7
2024-01-01,City of Westminster,2,0,1,3,0,0,2,1,2,9
2024-01-01,Croydon,1,0,1,7,0,0,1,0,2,11
2024-01-01,Ealing,0,0,3,2,0,0,0,0,2,7
2024-01-01,Enfield,0,0,0,5,0,0,0,0,4,9
2024-01-01,Greenwich,0,0,2,2,0,0,0,0,7,11
2024-01-01,Hackney,4,0,1,8,0,0,1,0,5,15
2024-01-01,Hammersmith and Fulham,1,0,2,2,0,0,0,0,3,7
2024-01-01,Haringey,0,0,1,2,0,0,0,0,7,10
2024-01-01,Harrow,0,0,0,0,0,0,0,0,3,3
2024-01-01,Havering,0,0,1,1,0,0,0,0,4,6
2024-01-01,Heathrow,0,0,0,0,0,0,0,1,1,2
2024-01-01,Hillingdon,1,0,0,2,0,1,0,0,4,7
2024-01-01,Hounslow,0,0,4,2,0,0,0,0,5,11
2024-01-01,Islington,0,0,0,1,0,0,0,0,5,6
2024-01-01,Kensington and Chelsea,0,0,1,2,0,0,0,2,0,5
2024-01-01,Kingston upon Thames,0,0,0,0,0,0,0,0,4,4
2024-01-01,Lambeth,0,0,0,4,0,0,0,1,5,10
2024-01-01,Lewisham,0,0,0,1,1,3,1,1,4,11
2024-01-01,Merton,0,0,0,0,0,0,0,0,2,2
2024-01-01,Newham,2,0,4,4,0,0,1,0,4,13
2024-01-01,Out of force,0,0,1,1,0,0,0,0,1,3
2024-01-01,Redbridge,0,0,0,3,0,0,0,0,0,3
2024-01-01,Richmond upon Thames,0,0,0,0,0,0,0,0,2,2
2024-01-01,Southwark,0,0,1,1,0,0,0,0,1,3
2024-01-01,Sutton,0,0,0,0,0,0,0,0,1,1
2024-01-01,Tower Hamlets,1,0,12,7,0,0,0,1,5,25
2024-01-01,Waltham Forest,0,0,1,0,0,1,1,0,0,3
2024-01-01,Wandsworth,0,0,1,1,0,0,0,0,5,7
2024-01-01,Barking and Dagenham,1,0,2,6,0,0,2,0,8,18
2024-01-01,Barnet,1,0,0,3,0,0,0,0,6,9
2024-01-01,Bexley,0,0,0,1,0,0,0,0,1,2
2024-01-01,Brent,3,1,1,4,0,0,0,0,2,7
2024-01-01,Bromley,0,0,0,2,0,0,0,0,0,2
2024-01-01,Camden,0,0,0,1,0,0,0,0,0,1
2024-01-01,City of Westminster,0,0,0,3,0,1,2,4,10,20
2024-01-01,Croydon,0,1,2,4,0,0,0,0,5,11
2024-01-01,Ealing,3,0,2,2,0,0,0,1,2,7
2024-01-01,Enfield,0,0,0,0,0,0,0,0,1,1
2024-01-01,Greenwich,2,0,0,7,0,0,0,0,6,13
2024-01-01,Hackney,0,0,0,5,0,0,0,2,14,21
2024-01-01,Hammersmith and Fulham,0,0,0,4,0,0,0,0,3,7
2024-01-01,Haringey,1,0,0,6,0,0,0,1,6,13
2024-01-01,Harrow,0,0,2,0,0,0,0,0,1,3
2024-01-01,Havering,0,0,0,0,0,0,0,0,4,4
2024-01-01,Heathrow,0,0,0,0,0,0,0,0,4,4
2024-01-01,Hillingdon,0,1,2,4,0,0,0,1,4,11
2024-01-01,Hounslow,1,0,1,3,0,0,0,0,5,9
2024-01-01,Islington,2,0,0,1,0,0,1,1,4,7
2024-01-01,Kensington and Chelsea,0,0,0,1,0,0,0,0,2,3
2024-01-01,Kingston upon Thames,3,0,2,3,0,0,0,1,7,13
2024-01-01,Lambeth,0,0,2,6,0,1,1,0,2,12
2024-01-01,Lewisham,0,0,0,3,0,0,0,0,3,6
2024-01-01,Newham,1,0,2,3,0,0,0,0,5,10
2024-01-01,Out of force,0,0,0,0,0,0,0,0,5,5
2024-01-01,Redbridge,0,0,2,0,0,0,0,0,1,3
2024-01-01,Richmond upon Thames,0,0,0,2,0,0,0,0,2,4
2024-01-01,Southwark,1,0,0,5,0,0,0,0,4,9
2024-01-01,Sutton,0,0,0,1,0,0,0,0,2,3
2024-01-01,Tower Hamlets,0,0,5,7,0,0,0,2,9,23
2024-01-01,Waltham Forest,1,0,3,5,0,1,0,0,1,10
2024-01-01,Wandsworth,0,0,1,0,0,0,0,0,0,1
2024-01-01,Barking and Dagenham,1,0,1,1,0,0,1,0,5,8
2024-01-01,Barnet,0,0,0,3,0,2,0,0,1,6
2024-01-01,Bexley,0,0,0,1,0,0,0,0,8,9
2024-01-01,Brent,0,0,1,8,0,0,0,1,5,15
2024-01-01,Bromley,0,0,0,2,0,0,0,0,2,4
2024-01-01,Camden,0,0,0,1,0,1,0,2,6,10
2024-01-01,City of Westminster,3,0,3,10,0,0,0,4,12,29
2024-01-01,Croydon,0,0,0,5,0,1,0,0,8,14
2024-01-01,Ealing,0,0,3,2,0,0,1,0,0,6
2024-01-01,Enfield,0,0,0,1,0,0,0,0,3,4
2024-01-01,Greenwich,0,0,3,1,0,0,0,0,3,7
2024-01-01,Hackney,2,0,2,9,0,0,0,1,1,13
2024-01-01,Hammersmith and Fulham,2,0,1,9,0,0,3,1,6,20
2024-01-01,Haringey,0,0,1,4,0,0,0,1,3,9
2024-01-01,Harrow,1,0,0,1,0,0,0,0,1,2
2024-01-01,Havering,0,0,2,4,1,0,0,0,1,8
2024-01-01,Heathrow,0,0,1,0,0,0,0,0,1,2
2024-01-01,Hillingdon,0,0,2,1,0,0,0,0,3,6
2024-01-01,Hounslow,2,0,3,6,0,0,0,0,12,21
2024-01-01,Islington,0,0,0,5,0,0,0,0,3,8
2024-01-01,Kensington and Chelsea,0,0,0,0,0,0,0,0,4,4
2024-01-01,Kingston upon Thames,0,0,0,0,0,0,0,0,2,2
2024-01-01,Lambeth,0,0,0,4,0,0,0,0,5,9
2024-01-01,Lewisham,2,0,0,11,0,0,0,0,4,15
2024-01-01,Merton,0,0,0,1,0,0,0,0,1,2
2024-01-01,Newham,0,0,1,8,0,0,1,1,1,12
2024-01-01,Out of force,0,0,0,2,0,0,0,0,3,5
2024-01-01,Redbridge,0,1,2,1,0,0,0,0,6,9
2024-01-01,Richmond upon Thames,1,0,0,0,0,0,0,0,2,2
2024-01-01,Southwark,0,0,0,7,0,0,1,0,3,11
2024-01-01,Tower Hamlets,2,0,4,6,0,0,0,0,1,11
2024-01-01,Waltham Forest,0,0,0,2,0,0,0,0,1,3
2024-01-01,Wandsworth,0,0,0,5,0,0,0,0,2,7
2024-02-01,Barking and Dagenham,0,0,1,1,0,0,0,0,4,6
2024-02-01,Barnet,0,0,2,1,0,0,0,0,1,4
2024-02-01,Bexley,0,0,0,2,0,0,0,0,3,5
2024-02-01,Brent,0,0,1,4,0,0,0,0,3,8
2024-02-01,Bromley,0,0,0,2,0,0,0,0,5,7
2024-02-01,Camden,1,0,0,3,0,0,0,0,1,4
2024-02-01,City of Westminster,0,0,4,6,1,1,2,10,12,36
2024-02-01,Croydon,0,0,5,13,0,0,2,1,2,23
2024-02-01,Ealing,0,0,2,3,0,1,0,1,2,9
2024-02-01,Enfield,1,0,0,1,0,1,0,2,7,11
2024-02-01,Greenwich,1,1,4,6,1,0,0,0,2,13
2024-02-01,Hackney,1,0,1,2,1,1,0,0,3,8
2024-02-01,Hammersmith and Fulham,0,0,0,3,0,0,0,0,2,5
2024-02-01,Haringey,0,0,1,2,0,1,1,0,4,9
2024-02-01,Harrow,0,0,1,1,0,1,0,1,1,5
2024-02-01,Havering,0,0,1,3,1,0,0,0,4,9
2024-02-01,Heathrow,0,0,0,0,0,0,0,0,1,1
2024-02-01,Hillingdon,0,0,0,0,0,0,1,0,3,4
2024-02-01,Hounslow,1,0,2,4,0,0,0,0,9,15
2024-02-01,Islington,0,0,0,4,0,1,1,0,1,7
2024-02-01,Kensington and Chelsea,0,0,0,5,0,1,0,0,1,7
2024-02-01,Kingston upon Thames,0,0,1,0,0,0,0,1,4,6
2024-02-01,Lambeth,1,0,2,4,0,0,0,0,3,9
2024-02-01,Lewisham,0,0,4,8,0,0,0,1,1,14
2024-02-01,Merton,0,0,0,3,0,0,0,0,1,4
2024-02-01,Newham,0,0,4,6,0,0,1,1,3,15
2024-02-01,Out of force,0,0,0,3,0,0,0,0,5,8
2024-02-01,Redbridge,0,0,1,1,0,0,0,0,1,3
2024-02-01,Richmond upon Thames,0,0,0,0,0,0,0,1,3,4
2024-02-01,Southwark,0,0,1,11,0,0,0,2,2,16
2024-02-01,Tower Hamlets,0,0,8,0,0,0,0,0,1,9
2024-02-01,Waltham Forest,0,0,2,1,0,0,0,0,5,8
2024-02-01,Wandsworth,0,0,1,4,0,0,1,0,0,6
2024-02-01,Barking and Dagenham,0,0,0,1,0,0,0,0,3,4
2024-02-01,Barnet,0,0,0,2,0,0,1,0,0,3
2024-02-01,Bexley,0,0,0,1,0,0,0,0,3,4
2024-02-01,Brent,0,0,0,2,0,0,0,1,3,6
2024-02-01,Bromley,0,0,0,4,1,0,0,1,6,12
2024-02-01,Camden,0,0,0,7,0,0,0,1,0,8
2024-02-01,City of Westminster,1,0,2,9,0,3,1,3,7,25
2024-02-01,Croydon,0,0,0,5,0,0,0,0,4,9
2024-02-01,Ealing,1,0,0,4,0,0,0,0,10,14
2024-02-01,Enfield,0,0,0,4,0,0,0,0,4,8
2024-02-01,Greenwich,2,2,0,5,0,0,0,0,0,5
2024-02-01,Hackney,0,0,0,1,0,0,0,0,1,2
2024-02-01,Hammersmith and Fulham,0,0,0,3,0,0,0,0,0,3
2024-02-01,Haringey,0,0,2,2,0,0,1,0,8,13
2024-02-01,Harrow,0,0,1,0,0,0,1,0,0,2
2024-02-01,Havering,1,0,2,5,0,1,0,0,5,13
2024-02-01,Heathrow,0,0,0,1,0,0,0,0,1,2
2024-02-01,Hillingdon,0,0,1,0,0,0,0,0,4,5
2024-02-01,Hounslow,1,0,0,2,0,0,0,0,2,4
2024-02-01,Islington,0,0,1,1,0,0,0,0,3,5
2024-02-01,Kensington and Chelsea,0,0,0,1,0,0,0,2,1,4
2024-02-01,Kingston upon Thames,0,0,0,0,0,0,0,0,3,3
2024-02-01,Lambeth,0,0,0,5,0,0,0,0,2,7
2024-02-01,Lewisham,1,0,1,5,0,0,0,0,5,11
2024-02-01,Merton,0,0,1,0,0,0,0,1,1,3
2024-02-01,Newham,0,0,0,5,0,0,1,0,1,7
2024-02-01,Out of force,0,0,0,0,0,0,0,0,2,2
2024-02-01,Redbridge,0,0,4,1,0,0,0,0,0,5
2024-02-01,Richmond upon Thames,0,0,0,0,0,0,0,0,2,2
2024-02-01,Southwark,2,0,1,5,0,0,0,0,8,14
2024-02-01,Sutton,0,0,1,0,0,0,1,1,2,5
2024-02-01,Tower Hamlets,1,0,8,2,0,1,1,2,1,15
2024-02-01,Waltham Forest,2,0,2,7,0,0,0,0,4,13
2024-02-01,Wandsworth,0,0,1,2,0,0,1,1,1,6
2024-02-01,Barking and Dagenham,1,0,0,2,0,0,0,0,4,6
2024-02-01,Barnet,0,0,0,0,0,0,0,0,1,1
2024-02-01,Bexley,0,0,0,1,0,0,0,1,2,4
2024-02-01,Brent,2,0,0,1,1,0,0,0,4,6
2024-02-01,Bromley,0,0,0,1,0,0,0,0,1,2
2024-02-01,Camden,0,0,0,1,0,0,0,2,0,3
2024-02-01,City of Westminster,1,0,5,9,1,3,2,10,15,45
2024-02-01,Croydon,1,0,2,3,0,0,2,1,6,14
2024-02-01,Ealing,1,1,1,4,0,0,1,0,2,8
2024-02-01,Enfield,1,4,0,6,0,0,0,0,1,7
2024-02-01,Greenwich,0,0,0,2,0,0,0,0,7,9
2024-02-01,Hackney,1,0,2,7,1,0,0,0,8,18
2024-02-01,Hammersmith and Fulham,0,0,2,1,0,0,0,0,3,6
2024-02-01,Haringey,0,0,0,3,0,0,0,0,1,4
2024-02-01,Harrow,0,0,0,5,0,0,2,0,4,11
2024-02-01,Havering,0,0,0,1,0,0,0,0,7,8
2024-02-01,Hillingdon,1,0,5,6,0,1,0,0,3,15
2024-02-01,Hounslow,0,0,1,1,0,0,2,0,2,6
2024-02-01,Islington,0,0,0,3,0,0,0,0,2,5
2024-02-01,Kensington and Chelsea,0,0,0,6,0,1,0,0,2,9
2024-02-01,Kingston upon Thames,0,0,1,0,0,0,1,0,5,7
2024-02-01,Lambeth,0,1,1,7,0,0,0,1,4,13
2024-02-01,Lewisham,0,0,0,3,0,0,0,0,1,4
2024-02-01,Merton,0,0,0,0,0,0,0,0,2,2
2024-02-01,Newham,2,0,4,4,0,0,0,0,3,11
2024-02-01,Out of force,0,0,0,0,0,0,0,0,2,2
2024-02-01,Redbridge,0,0,1,1,0,0,0,0,2,4
2024-02-01,Southwark,0,0,0,5,0,0,1,0,1,7
2024-02-01,Sutton,0,0,0,0,0,0,0,0,1,1
2024-02-01,Tower Hamlets,2,0,9,3,0,1,1,2,2,18
2024-02-01,Waltham Forest,0,0,0,0,0,0,1,1,0,2
2024-02-01,Wandsworth,1,0,1,4,0,0,1,0,2,8
2024-02-01,Barking and Dagenham,0,0,0,1,0,0,0,0,1,2
2024-02-01,Barnet,0,0,1,0,0,0,1,0,2,4
2024-02-01,Bexley,0,0,0,5,0,0,1,0,1,7
2024-02-01,Brent,1,0,1,1,0,0,0,1,0,3
2024-02-01,Bromley,0,0,0,0,0,0,1,0,8,9
2024-02-01,Camden,0,0,0,0,0,0,0,0,4,4
2024-02-01,City of Westminster,0,0,2,7,0,2,2,4,9,26
